device/C,kernel/C,workDimension/C,width/F,height/F,nSteps/F,xLocal/I,yLocal/I,zLocal/I,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,8,8,1,103.668,0.004,1773.21,0.002,3.444
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,8,16,1,104.015,0.004,1770.57,0.002,3.491
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,8,32,1,105.37,0.004,1776.71,0.001,3.55
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,8,64,1,103.448,0.004,1768.26,0.001,3.473
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,8,128,1,103.559,0.004,1771.32,0.001,3.447
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,16,1,1,103.471,0.004,1781.2,0.001,3.445
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,16,2,1,104.046,0.004,1767.61,0.002,3.456
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,16,4,1,103.277,0.004,1767.58,0.001,3.505
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,16,8,1,103.377,0.005,1766.6,0.001,3.507
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,16,16,1,103.936,0.004,1766.05,0.001,3.479
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,16,32,1,103.64,0.006,1764.61,0.001,3.455
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,16,64,1,103.327,0.004,1768.82,0.001,3.453
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,32,1,1,103.407,0.004,1763.59,0.001,3.49
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,32,2,1,103.412,0.005,1756.62,0.001,3.454
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,32,4,1,103.396,0.004,1761.09,0.002,3.493
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,32,8,1,103.359,0.005,1764.09,0.001,3.454
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,32,16,1,103.523,0.004,1762.46,0.001,3.449
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,32,32,1,103.959,0.004,1764.16,0.001,3.489
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,64,1,1,104.486,0.004,1755.11,0.002,3.463
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,64,2,1,103.38,0.004,1757.6,0.001,3.534
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,64,4,1,103.617,0.005,1761.59,0.001,3.436
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,64,8,1,103.322,0.006,1764.33,0.001,3.452
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,64,16,1,103.413,0.004,1765.81,0.002,3.483
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,128,1,1,103.471,0.004,1761.45,0.001,3.521
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,128,2,1,103.424,0.004,1758.83,0.001,3.439
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,128,4,1,103.788,0.004,1764.16,0.002,3.5
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,128,8,1,103.29,0.004,1768.3,0.002,3.506
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,256,1,1,103.43,0.005,1757.19,0.001,3.5
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,256,2,1,103.351,0.004,1761.37,0.001,3.469
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,256,4,1,103.516,0.004,1767.75,0.001,3.461
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,512,1,1,103.389,0.004,1762.07,0.002,3.46
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,512,2,1,103.419,0.004,1766.84,0.001,3.441
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,1024,1,1,103.334,0.005,1767.99,0.001,3.467
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,1,1,1,102.985,0.004,2468.7,0.002,3.414
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,1,2,1,103.7,0.003,2124.69,0.001,3.226
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,1,4,1,102.731,0.004,1953.56,0.001,3.293
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,1,8,1,103.301,0.004,1866.11,0.001,3.305
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,1,16,1,103.063,0.004,1836.59,0.002,3.317
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,1,32,1,103.877,0.004,1829.87,0.001,3.362
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,1,64,1,102.86,0.005,1844.4,0.001,3.341
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,1,128,1,102.793,0.005,1847.57,0.001,3.363
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,1,256,1,197.069,0.004,2651.59,0.001,3.566
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,1,512,1,205.526,0.005,2495.89,0.001,3.465
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,1,1024,1,205.934,0.005,2555.88,0.001,3.493
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,2,1,1,208.265,0.004,2692.68,0.001,3.498
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,2,2,1,205.511,0.004,2520.65,0.001,3.487
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,2,4,1,205.862,0.004,2439.16,0.001,3.531
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,2,8,1,205.166,0.004,2399.01,0.001,3.545
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,2,16,1,205.338,0.004,2387.77,0.001,3.494
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,2,32,1,205.303,0.003,2395.69,0.001,3.507
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,2,64,1,205.278,0.005,2396.64,0,3.553
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,2,128,1,205.517,0.003,2410.56,0.001,3.51
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,2,256,1,205.274,0.004,2403.76,0.001,3.494
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,2,512,1,205.338,0.004,2419.48,0.001,3.543
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,4,1,1,205.237,0.004,2505.58,0.001,3.538
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,4,2,1,205.366,0.004,2422.53,0.001,3.487
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,4,4,1,204.716,0.005,2384.14,0.001,3.487
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,4,8,1,205.198,0.004,2371.44,0.001,3.503
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,4,16,1,205.422,0.004,2371.81,0.001,3.531
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,4,32,1,205.256,0.004,2373.8,0.001,3.498
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,4,64,1,205.39,0.003,2371.91,0.001,3.525
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,4,128,1,205.473,0.004,2371.09,0.001,3.533
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,4,256,1,205.341,0.004,2376.68,0.001,3.491
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,8,1,1,205.316,0.004,2418.01,0.001,3.509
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,8,2,1,205.94,0.004,2378.17,0,3.503
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,8,4,1,205.277,0.004,2367.56,0.001,3.583
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,8,8,1,205.338,0.004,2366.02,0.001,3.622
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,8,16,1,205.331,0.004,2364.75,0.001,3.547
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,8,32,1,205.253,0.004,2363.61,0.001,3.476
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,8,64,1,205.285,0.004,2361.35,0.001,3.53
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,8,128,1,205.366,0.005,2365.12,0.001,3.519
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,16,1,1,205.373,0.004,2376.04,0.001,3.488
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,16,2,1,205.209,0.004,2362.42,0.002,3.546
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,16,4,1,205.696,0.003,2360.3,0.001,3.655
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,16,8,1,205.335,0.005,2360.73,0.001,3.512
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,16,16,1,205.692,0.004,2358.95,0.001,3.525
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,16,32,1,205.272,0.004,2359.31,0.001,3.489
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,16,64,1,205.484,0.004,2361.35,0.002,3.55
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,32,1,1,205.416,0.005,2356.96,0.001,3.592
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,32,2,1,205.238,0.004,2352.16,0.001,3.506
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,32,4,1,205.317,0.004,2356.81,0.001,3.552
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,32,8,1,205.213,0.005,2357.08,0.001,3.501
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,32,16,1,205.138,0.005,2355.77,0.001,3.496
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,32,32,1,205.267,0.004,2357.97,0.001,3.475
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,64,1,1,205.234,0.004,2351,0.001,3.576
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,64,2,1,205.28,0.003,2351.85,0.001,3.53
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,64,4,1,205.45,0.004,2357.17,0.001,3.536
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,64,8,1,205.349,0.004,2356.27,0.001,3.543
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,64,16,1,205.279,0.004,2360.47,0.001,3.481
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,128,1,1,205.132,0.004,2349.31,0.001,3.508
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,128,2,1,206.105,0.004,2352.22,0.001,3.483
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,128,4,1,205.326,0.004,2355.63,0.001,3.489
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,128,8,1,205.464,0.004,2364.67,0.001,3.494
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,256,1,1,205.281,0.004,2349.87,0.001,3.528
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,256,2,1,205.341,0.004,2355.08,0.001,3.542
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,256,4,1,205.083,0.004,2361.26,0.001,3.549
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,512,1,1,205.205,0.003,2354.45,0.001,3.507
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,512,2,1,205.212,0.004,2362.11,0.001,3.488
Tesla K20Xm,FluidSimulation,TWO_D,2048,2048,5,1024,1,1,205.389,0.004,2360.3,0.001,3.549
