device/C,kernel/C,workDimension/C,cubeLength/F,xLocal/I,yLocal/I,zLocal/I,memoryCopyOut/F,plan/F,execute/F,memoryCopyIn/F,cleanUp/F
Tesla K20Xm,Array3dAverage,THREE_D,256,1,4,1,22.393,0.004,64.142,31.643,0.661
Tesla K20Xm,Array3dAverage,THREE_D,256,1,4,2,22.295,0.004,40.593,31.653,0.669
Tesla K20Xm,Array3dAverage,THREE_D,256,1,4,4,22.409,0.003,29.358,31.703,0.686
Tesla K20Xm,Array3dAverage,THREE_D,256,1,4,8,22.436,0.003,26.737,31.627,0.672
Tesla K20Xm,Array3dAverage,THREE_D,256,1,4,16,22.224,0.003,26.189,32.104,0.663
Tesla K20Xm,Array3dAverage,THREE_D,256,1,4,32,22.246,0.003,26.253,31.921,0.675
Tesla K20Xm,Array3dAverage,THREE_D,256,1,4,64,22.254,0.003,26.32,31.701,0.668
Tesla K20Xm,Array3dAverage,THREE_D,256,8,8,8,22.219,0.002,4.231,31.6,0.68
Tesla K20Xm,Array3dAverage,THREE_D,256,8,8,8,22.269,0.004,4.232,31.635,0.666
Tesla K20Xm,Array3dAverage,THREE_D,256,1,8,1,22.297,0.003,39.343,31.638,0.681
Tesla K20Xm,Array3dAverage,THREE_D,256,1,8,2,22.314,0.004,29.305,31.604,0.662
Tesla K20Xm,Array3dAverage,THREE_D,256,1,8,4,22.261,0.003,26.794,31.652,0.677
Tesla K20Xm,Array3dAverage,THREE_D,256,1,8,8,22.255,0.004,26.19,31.676,0.669
Tesla K20Xm,Array3dAverage,THREE_D,256,1,8,16,22.251,0.003,26.176,31.638,0.672
Tesla K20Xm,Array3dAverage,THREE_D,256,1,8,32,22.323,0.004,26.352,31.605,0.667
Tesla K20Xm,Array3dAverage,THREE_D,256,1,8,64,22.244,0.003,26.334,31.655,0.678
Tesla K20Xm,Array3dAverage,THREE_D,256,8,8,8,22.287,0.003,4.246,31.605,0.67
Tesla K20Xm,Array3dAverage,THREE_D,256,1,16,1,22.38,0.003,28.957,30.848,0.712
Tesla K20Xm,Array3dAverage,THREE_D,256,1,16,2,22.274,0.003,26.719,31.55,0.659
Tesla K20Xm,Array3dAverage,THREE_D,256,1,16,4,22.287,0.003,26.284,31.713,0.672
Tesla K20Xm,Array3dAverage,THREE_D,256,1,16,8,22.273,0.003,26.301,31.563,0.688
Tesla K20Xm,Array3dAverage,THREE_D,256,1,16,16,22.223,0.003,26.321,31.636,0.669
Tesla K20Xm,Array3dAverage,THREE_D,256,1,16,32,22.245,0.003,26.363,31.582,0.676
Tesla K20Xm,Array3dAverage,THREE_D,256,1,16,64,22.296,0.004,26.8,31.621,0.683
Tesla K20Xm,Array3dAverage,THREE_D,256,1,32,1,22.315,0.004,26.699,31.578,0.682
Tesla K20Xm,Array3dAverage,THREE_D,256,1,32,2,22.211,0.003,26.213,31.642,0.666
Tesla K20Xm,Array3dAverage,THREE_D,256,1,32,4,22.303,0.003,26.201,31.724,0.667
Tesla K20Xm,Array3dAverage,THREE_D,256,1,32,8,22.218,0.003,26.379,31.639,0.678
Tesla K20Xm,Array3dAverage,THREE_D,256,1,32,16,24.551,0.003,26.415,31.544,0.674
Tesla K20Xm,Array3dAverage,THREE_D,256,1,32,32,22.244,0.003,26.816,31.623,0.673
Tesla K20Xm,Array3dAverage,THREE_D,256,1,64,1,22.253,0.004,26.366,31.609,0.684
Tesla K20Xm,Array3dAverage,THREE_D,256,1,64,2,22.258,0.003,26.19,31.64,0.676
Tesla K20Xm,Array3dAverage,THREE_D,256,1,64,4,22.284,0.004,26.365,31.629,0.663
Tesla K20Xm,Array3dAverage,THREE_D,256,1,64,8,22.313,0.004,26.474,31.67,0.689
Tesla K20Xm,Array3dAverage,THREE_D,256,1,64,16,22.304,0.004,26.71,31.657,0.675
Tesla K20Xm,Array3dAverage,THREE_D,256,1,128,1,22.293,0.003,26.229,31.682,0.674
Tesla K20Xm,Array3dAverage,THREE_D,256,1,128,2,22.404,0.003,26.397,31.641,0.671
Tesla K20Xm,Array3dAverage,THREE_D,256,1,128,4,22.243,0.003,26.402,31.817,0.667
Tesla K20Xm,Array3dAverage,THREE_D,256,1,128,8,22.285,0.004,26.703,31.868,0.676
Tesla K20Xm,Array3dAverage,THREE_D,256,1,256,1,22.275,0.003,26.379,31.61,0.775
Tesla K20Xm,Array3dAverage,THREE_D,256,1,256,2,22.825,0.003,26.421,31.614,0.693
Tesla K20Xm,Array3dAverage,THREE_D,256,1,256,4,22.584,0.004,26.714,31.633,0.671
Tesla K20Xm,Array3dAverage,THREE_D,256,1,512,1,22.284,0.003,-1,-1,-1
Tesla K20Xm,Array3dAverage,THREE_D,256,1,512,2,22.433,0.003,-1,-1,-1
Tesla K20Xm,Array3dAverage,THREE_D,256,1,1024,1,22.248,0.003,-1,-1,-1
Tesla K20Xm,Array3dAverage,THREE_D,256,2,1,1,22.252,0.003,104.484,31.8,0.676
Tesla K20Xm,Array3dAverage,THREE_D,256,2,1,2,22.247,0.003,59.997,31.773,0.693
Tesla K20Xm,Array3dAverage,THREE_D,256,2,1,4,22.252,0.003,33.5,31.937,0.676
Tesla K20Xm,Array3dAverage,THREE_D,256,2,1,8,22.305,0.004,20.385,31.739,0.686
Tesla K20Xm,Array3dAverage,THREE_D,256,2,1,16,22.287,0.004,15.274,31.639,0.675
Tesla K20Xm,Array3dAverage,THREE_D,256,2,1,32,22.308,0.003,13.942,31.591,0.667
Tesla K20Xm,Array3dAverage,THREE_D,256,2,1,64,22.182,0.003,16.441,31.704,0.671
Tesla K20Xm,Array3dAverage,THREE_D,256,8,8,8,22.281,0.004,4.235,31.638,0.676
Tesla K20Xm,Array3dAverage,THREE_D,256,8,8,8,22.43,0.003,4.284,31.735,0.674
Tesla K20Xm,Array3dAverage,THREE_D,256,8,8,8,22.258,0.003,4.255,31.626,0.676
Tesla K20Xm,Array3dAverage,THREE_D,256,2,2,1,22.281,0.003,58.284,31.621,0.663
Tesla K20Xm,Array3dAverage,THREE_D,256,2,2,2,22.308,0.003,33.455,31.682,0.668
Tesla K20Xm,Array3dAverage,THREE_D,256,2,2,4,22.24,0.003,20.407,31.614,0.676
Tesla K20Xm,Array3dAverage,THREE_D,256,2,2,8,22.297,0.003,15.19,31.759,0.679
Tesla K20Xm,Array3dAverage,THREE_D,256,2,2,16,22.288,0.004,13.635,31.604,0.67
Tesla K20Xm,Array3dAverage,THREE_D,256,2,2,32,22.279,0.003,13.657,31.623,0.681
Tesla K20Xm,Array3dAverage,THREE_D,256,2,2,64,22.246,0.003,13.737,31.636,0.678
Tesla K20Xm,Array3dAverage,THREE_D,256,8,8,8,22.467,0.003,4.235,31.626,0.673
Tesla K20Xm,Array3dAverage,THREE_D,256,8,8,8,22.229,0.004,4.238,31.707,0.682
Tesla K20Xm,Array3dAverage,THREE_D,256,2,4,1,22.334,0.004,32.7,31.605,0.682
Tesla K20Xm,Array3dAverage,THREE_D,256,2,4,2,22.244,0.003,20.377,31.618,0.675
Tesla K20Xm,Array3dAverage,THREE_D,256,2,4,4,22.244,0.003,15.222,31.667,0.672
Tesla K20Xm,Array3dAverage,THREE_D,256,2,4,8,22.247,0.003,13.639,31.605,0.671
Tesla K20Xm,Array3dAverage,THREE_D,256,2,4,16,22.302,0.003,13.652,31.665,0.681
Tesla K20Xm,Array3dAverage,THREE_D,256,2,4,32,22.423,0.003,13.713,31.656,0.664
Tesla K20Xm,Array3dAverage,THREE_D,256,2,4,64,22.412,0.004,13.858,31.759,0.668
Tesla K20Xm,Array3dAverage,THREE_D,256,8,8,8,22.232,0.003,4.241,31.668,0.645
Tesla K20Xm,Array3dAverage,THREE_D,256,2,8,1,22.731,0.003,20.283,31.633,0.67
Tesla K20Xm,Array3dAverage,THREE_D,256,2,8,2,22.268,0.004,15.214,32.043,0.677
Tesla K20Xm,Array3dAverage,THREE_D,256,2,8,4,22.331,0.004,13.659,31.874,0.675
Tesla K20Xm,Array3dAverage,THREE_D,256,2,8,8,22.23,0.003,13.696,31.662,0.681
Tesla K20Xm,Array3dAverage,THREE_D,256,2,8,16,22.32,0.004,13.707,31.623,0.673
Tesla K20Xm,Array3dAverage,THREE_D,256,2,8,32,22.241,0.002,13.835,31.656,0.687
Tesla K20Xm,Array3dAverage,THREE_D,256,2,8,64,22.298,0.004,14.112,31.645,0.674
Tesla K20Xm,Array3dAverage,THREE_D,256,2,16,1,22.287,0.003,15.153,31.64,0.676
Tesla K20Xm,Array3dAverage,THREE_D,256,2,16,2,22.282,0.003,13.651,31.625,0.678
Tesla K20Xm,Array3dAverage,THREE_D,256,2,16,4,22.235,0.003,13.671,31.608,0.667
Tesla K20Xm,Array3dAverage,THREE_D,256,2,16,8,22.227,0.003,13.72,31.544,0.67
Tesla K20Xm,Array3dAverage,THREE_D,256,2,16,16,22.197,0.003,13.849,31.632,0.679
Tesla K20Xm,Array3dAverage,THREE_D,256,2,16,32,22.424,0.003,13.735,31.626,0.698
Tesla K20Xm,Array3dAverage,THREE_D,256,2,32,1,22.294,0.003,13.666,31.704,0.68
Tesla K20Xm,Array3dAverage,THREE_D,256,2,32,2,22.228,0.003,13.617,31.612,0.673
Tesla K20Xm,Array3dAverage,THREE_D,256,2,32,4,22.242,0.003,13.815,31.592,0.678
Tesla K20Xm,Array3dAverage,THREE_D,256,2,32,8,22.244,0.003,13.801,31.613,0.672
Tesla K20Xm,Array3dAverage,THREE_D,256,2,32,16,22.273,0.003,13.78,31.608,0.674
Tesla K20Xm,Array3dAverage,THREE_D,256,2,64,1,22.337,0.003,13.366,31.786,0.665
Tesla K20Xm,Array3dAverage,THREE_D,256,2,64,2,22.222,0.003,13.778,31.625,0.68
Tesla K20Xm,Array3dAverage,THREE_D,256,2,64,4,22.305,0.003,13.803,31.571,0.673
Tesla K20Xm,Array3dAverage,THREE_D,256,2,64,8,22.225,0.004,13.822,31.629,0.685
Tesla K20Xm,Array3dAverage,THREE_D,256,2,128,1,22.299,0.004,13.71,31.618,0.673
Tesla K20Xm,Array3dAverage,THREE_D,256,2,128,2,22.245,0.004,13.8,31.711,0.67
Tesla K20Xm,Array3dAverage,THREE_D,256,2,128,4,22.368,0.004,13.768,31.646,0.67
Tesla K20Xm,Array3dAverage,THREE_D,256,2,256,1,22.365,0.003,13.775,31.793,0.688
Tesla K20Xm,Array3dAverage,THREE_D,256,2,256,2,22.256,0.004,13.801,31.697,0.663
Tesla K20Xm,Array3dAverage,THREE_D,256,2,512,1,22.274,0.003,-1,-1,-1
Tesla K20Xm,Array3dAverage,THREE_D,256,4,1,1,22.425,0.003,52.759,31.662,0.673
Tesla K20Xm,Array3dAverage,THREE_D,256,4,1,2,22.419,0.003,30.38,31.677,0.662
Tesla K20Xm,Array3dAverage,THREE_D,256,4,1,4,22.297,0.003,17.159,32.511,0.673
Tesla K20Xm,Array3dAverage,THREE_D,256,4,1,8,22.604,0.004,10.529,31.659,0.668
Tesla K20Xm,Array3dAverage,THREE_D,256,4,1,16,22.292,0.004,7.374,32.07,0.667
Tesla K20Xm,Array3dAverage,THREE_D,256,4,1,32,22.22,0.003,7.573,31.659,0.612
Tesla K20Xm,Array3dAverage,THREE_D,256,4,1,64,22.4,0.004,8.731,31.665,0.669
Tesla K20Xm,Array3dAverage,THREE_D,256,8,8,8,22.262,0.003,4.25,31.695,0.673
Tesla K20Xm,Array3dAverage,THREE_D,256,8,8,8,22.257,0.003,4.283,31.679,0.664
Tesla K20Xm,Array3dAverage,THREE_D,256,4,2,1,22.286,0.004,29.641,31.615,0.694
Tesla K20Xm,Array3dAverage,THREE_D,256,4,2,2,22.289,0.004,17.044,31.644,0.668
Tesla K20Xm,Array3dAverage,THREE_D,256,4,2,4,22.263,0.004,10.576,31.622,0.676
Tesla K20Xm,Array3dAverage,THREE_D,256,4,2,8,22.29,0.004,7.351,31.76,0.672
Tesla K20Xm,Array3dAverage,THREE_D,256,4,2,16,22.269,0.004,7.326,31.604,0.675
Tesla K20Xm,Array3dAverage,THREE_D,256,4,2,32,22.292,0.003,7.464,31.603,0.667
Tesla K20Xm,Array3dAverage,THREE_D,256,4,2,64,22.284,0.004,8.007,31.628,0.672
Tesla K20Xm,Array3dAverage,THREE_D,256,8,8,8,22.282,0.003,4.246,31.652,0.625
Tesla K20Xm,Array3dAverage,THREE_D,256,4,4,1,22.254,0.003,16.727,31.597,0.683
Tesla K20Xm,Array3dAverage,THREE_D,256,4,4,2,22.316,0.003,10.561,31.62,0.673
Tesla K20Xm,Array3dAverage,THREE_D,256,4,4,4,22.314,0.003,7.378,31.657,0.668
Tesla K20Xm,Array3dAverage,THREE_D,256,4,4,8,46.475,0.003,7.42,34.514,0.737
Tesla K20Xm,Array3dAverage,THREE_D,256,4,4,16,44.968,0.003,7.377,34.452,0.673
Tesla K20Xm,Array3dAverage,THREE_D,256,4,4,32,45.166,0.003,7.738,34.16,0.683
Tesla K20Xm,Array3dAverage,THREE_D,256,4,4,64,45.185,0.003,8.154,34.055,0.675
Tesla K20Xm,Array3dAverage,THREE_D,256,4,8,1,45.356,0.003,10.527,34.123,0.663
Tesla K20Xm,Array3dAverage,THREE_D,256,4,8,2,45.196,0.003,7.395,34.184,0.682
Tesla K20Xm,Array3dAverage,THREE_D,256,4,8,4,45.163,0.003,7.404,34.632,0.664
Tesla K20Xm,Array3dAverage,THREE_D,256,4,8,8,45.408,0.003,7.41,34.263,0.664
Tesla K20Xm,Array3dAverage,THREE_D,256,4,8,16,45.083,0.003,7.571,34.326,0.66
Tesla K20Xm,Array3dAverage,THREE_D,256,4,8,32,44.936,0.003,7.632,34.502,0.672
Tesla K20Xm,Array3dAverage,THREE_D,256,4,16,1,45.081,0.003,7.352,34.236,0.695
Tesla K20Xm,Array3dAverage,THREE_D,256,4,16,2,44.94,0.003,7.368,34.086,0.663
Tesla K20Xm,Array3dAverage,THREE_D,256,4,16,4,45.057,0.003,7.447,34.116,0.674
Tesla K20Xm,Array3dAverage,THREE_D,256,4,16,8,44.989,0.003,7.553,34.098,0.688
Tesla K20Xm,Array3dAverage,THREE_D,256,4,16,16,45.077,0.003,7.61,34.091,0.676
Tesla K20Xm,Array3dAverage,THREE_D,256,4,32,1,44.979,0.003,7.402,34.115,0.675
Tesla K20Xm,Array3dAverage,THREE_D,256,4,32,2,44.964,0.003,7.494,34.063,0.691
Tesla K20Xm,Array3dAverage,THREE_D,256,4,32,4,45.043,0.003,7.597,34.091,0.664
Tesla K20Xm,Array3dAverage,THREE_D,256,4,32,8,45.147,0.002,7.624,34.216,0.695
Tesla K20Xm,Array3dAverage,THREE_D,256,4,64,1,44.937,0.003,7.415,34.143,0.696
Tesla K20Xm,Array3dAverage,THREE_D,256,4,64,2,45.001,0.003,7.537,34.103,0.678
Tesla K20Xm,Array3dAverage,THREE_D,256,4,64,4,44.957,0.004,7.645,34.099,0.668
Tesla K20Xm,Array3dAverage,THREE_D,256,4,128,1,45.049,0.003,7.687,34.117,0.67
Tesla K20Xm,Array3dAverage,THREE_D,256,4,128,2,44.928,0.003,7.599,34.11,0.67
Tesla K20Xm,Array3dAverage,THREE_D,256,4,256,1,45.022,0.003,7.56,34.101,0.673
Tesla K20Xm,Array3dAverage,THREE_D,256,8,1,1,44.941,0.003,26.816,34.071,0.681
Tesla K20Xm,Array3dAverage,THREE_D,256,8,1,2,45.012,0.004,15.595,34.076,0.669
Tesla K20Xm,Array3dAverage,THREE_D,256,8,1,4,44.899,0.003,8.975,34.064,0.666
Tesla K20Xm,Array3dAverage,THREE_D,256,8,1,8,45.056,0.003,5.077,34.079,0.678
Tesla K20Xm,Array3dAverage,THREE_D,256,8,1,16,44.956,0.004,4.266,34.132,0.669
Tesla K20Xm,Array3dAverage,THREE_D,256,8,1,32,45.176,0.003,4.311,34.097,0.67
Tesla K20Xm,Array3dAverage,THREE_D,256,8,1,64,44.969,0.003,5.014,34.092,0.669
Tesla K20Xm,Array3dAverage,THREE_D,256,8,8,8,45.062,0.003,4.327,34.084,0.668
Tesla K20Xm,Array3dAverage,THREE_D,256,8,2,1,44.985,0.002,15.098,34.137,0.679
Tesla K20Xm,Array3dAverage,THREE_D,256,8,2,2,45.136,0.003,8.914,34.221,0.667
Tesla K20Xm,Array3dAverage,THREE_D,256,8,2,4,44.98,0.003,5.225,34.122,0.673
Tesla K20Xm,Array3dAverage,THREE_D,256,8,2,8,44.783,0.002,4.183,34.142,0.678
Tesla K20Xm,Array3dAverage,THREE_D,256,8,2,16,44.96,0.003,4.183,34.113,0.678
Tesla K20Xm,Array3dAverage,THREE_D,256,8,2,32,45.045,0.003,4.284,34.075,0.679
Tesla K20Xm,Array3dAverage,THREE_D,256,8,2,64,44.906,0.002,4.574,34.101,0.68
Tesla K20Xm,Array3dAverage,THREE_D,256,8,4,1,44.985,0.003,8.742,34.113,0.67
Tesla K20Xm,Array3dAverage,THREE_D,256,8,4,2,44.963,0.003,5.029,34.101,0.676
Tesla K20Xm,Array3dAverage,THREE_D,256,8,4,4,45.056,0.003,4.365,34.093,0.67
Tesla K20Xm,Array3dAverage,THREE_D,256,8,4,8,44.928,0.003,4.336,34.088,0.664
Tesla K20Xm,Array3dAverage,THREE_D,256,8,4,16,45.024,0.002,4.318,34.06,0.67
Tesla K20Xm,Array3dAverage,THREE_D,256,8,4,32,44.928,0.003,4.407,34.188,0.671
Tesla K20Xm,Array3dAverage,THREE_D,256,8,8,1,45.006,0.004,4.954,34.165,0.671
Tesla K20Xm,Array3dAverage,THREE_D,256,8,8,2,44.995,0.003,4.183,34.082,0.676
Tesla K20Xm,Array3dAverage,THREE_D,256,8,8,4,45.039,0.003,4.227,34.145,0.69
Tesla K20Xm,Array3dAverage,THREE_D,256,8,8,8,44.933,0.003,4.264,34.133,0.661
Tesla K20Xm,Array3dAverage,THREE_D,256,8,8,16,45.041,0.003,4.419,34.108,0.678
Tesla K20Xm,Array3dAverage,THREE_D,256,8,16,1,44.943,0.004,4.173,34.091,0.674
Tesla K20Xm,Array3dAverage,THREE_D,256,8,16,2,45.063,0.002,4.183,34.095,0.679
Tesla K20Xm,Array3dAverage,THREE_D,256,8,16,4,45.004,0.003,4.372,34.085,0.664
Tesla K20Xm,Array3dAverage,THREE_D,256,8,16,8,45.014,0.003,4.519,34.165,0.677
Tesla K20Xm,Array3dAverage,THREE_D,256,8,32,1,44.988,0.003,4.237,34.115,0.666
Tesla K20Xm,Array3dAverage,THREE_D,256,8,32,2,45.025,0.003,4.295,34.084,0.679
Tesla K20Xm,Array3dAverage,THREE_D,256,8,32,4,44.921,0.003,4.503,34.076,0.678
Tesla K20Xm,Array3dAverage,THREE_D,256,8,64,1,45.015,0.002,4.244,34.102,0.672
Tesla K20Xm,Array3dAverage,THREE_D,256,8,64,2,45.021,0.002,4.519,34.106,0.671
Tesla K20Xm,Array3dAverage,THREE_D,256,8,128,1,45.018,0.003,4.512,34.084,0.676
Tesla K20Xm,Array3dAverage,THREE_D,256,16,1,1,44.951,0.003,13.915,34.131,0.665
Tesla K20Xm,Array3dAverage,THREE_D,256,16,1,2,44.981,0.003,8.15,34.098,0.674
Tesla K20Xm,Array3dAverage,THREE_D,256,16,1,4,44.952,0.002,4.547,34.11,0.679
Tesla K20Xm,Array3dAverage,THREE_D,256,16,1,8,44.951,0.002,2.799,34.077,0.677
Tesla K20Xm,Array3dAverage,THREE_D,256,16,1,16,44.909,0.002,2.859,34.134,0.674
Tesla K20Xm,Array3dAverage,THREE_D,256,16,1,32,45.063,0.003,3.139,34.114,0.68
Tesla K20Xm,Array3dAverage,THREE_D,256,16,1,64,44.974,0.003,3.43,34.093,0.681
Tesla K20Xm,Array3dAverage,THREE_D,256,16,2,1,45.024,0.004,7.993,34.096,0.692
Tesla K20Xm,Array3dAverage,THREE_D,256,16,2,2,44.997,0.003,4.489,34.051,0.677
Tesla K20Xm,Array3dAverage,THREE_D,256,16,2,4,45.079,0.002,2.847,34.176,0.668
Tesla K20Xm,Array3dAverage,THREE_D,256,16,2,8,44.926,0.002,2.895,34.106,0.681
Tesla K20Xm,Array3dAverage,THREE_D,256,16,2,16,45.051,0.003,3.061,34.165,0.676
Tesla K20Xm,Array3dAverage,THREE_D,256,16,2,32,44.938,0.003,3.416,34.115,0.688
Tesla K20Xm,Array3dAverage,THREE_D,256,16,4,1,44.965,0.003,4.385,34.08,0.677
Tesla K20Xm,Array3dAverage,THREE_D,256,16,4,2,44.997,0.003,2.793,34.119,0.661
Tesla K20Xm,Array3dAverage,THREE_D,256,16,4,4,45.006,0.003,2.893,34.105,0.668
Tesla K20Xm,Array3dAverage,THREE_D,256,16,4,8,44.951,0.002,3.041,34.078,0.675
Tesla K20Xm,Array3dAverage,THREE_D,256,16,4,16,45.019,0.003,3.486,34.11,0.67
Tesla K20Xm,Array3dAverage,THREE_D,256,16,8,1,45.055,0.003,2.734,34.081,0.672
Tesla K20Xm,Array3dAverage,THREE_D,256,16,8,2,45.337,0.003,2.956,34.068,0.685
Tesla K20Xm,Array3dAverage,THREE_D,256,16,8,4,45.066,0.003,3.063,34.432,0.665
Tesla K20Xm,Array3dAverage,THREE_D,256,16,8,8,45.389,0.003,3.472,34.407,0.669
Tesla K20Xm,Array3dAverage,THREE_D,256,16,16,1,45.168,0.002,2.94,34.244,0.669
Tesla K20Xm,Array3dAverage,THREE_D,256,16,16,2,45.022,0.003,3.04,34.519,0.672
Tesla K20Xm,Array3dAverage,THREE_D,256,16,16,4,44.947,0.002,3.475,34.288,0.679
Tesla K20Xm,Array3dAverage,THREE_D,256,16,32,1,45,0.003,3.068,34.096,0.667
Tesla K20Xm,Array3dAverage,THREE_D,256,16,32,2,44.987,0.003,3.522,34.088,0.676
Tesla K20Xm,Array3dAverage,THREE_D,256,16,64,1,44.998,0.002,3.42,34.076,0.674
Tesla K20Xm,Array3dAverage,THREE_D,256,32,1,1,44.981,0.003,7.385,34.118,0.688
Tesla K20Xm,Array3dAverage,THREE_D,256,32,1,2,44.965,0.003,4.173,34.115,0.68
Tesla K20Xm,Array3dAverage,THREE_D,256,32,1,4,45.045,0.003,2.711,34.453,0.664
Tesla K20Xm,Array3dAverage,THREE_D,256,32,1,8,45.053,0.003,2.692,34.094,0.673
Tesla K20Xm,Array3dAverage,THREE_D,256,32,1,16,44.972,0.003,2.865,34.116,0.66
Tesla K20Xm,Array3dAverage,THREE_D,256,32,1,32,45.009,0.002,3.156,34.106,0.664
Tesla K20Xm,Array3dAverage,THREE_D,256,32,2,1,44.994,0.002,4.098,34.109,0.67
Tesla K20Xm,Array3dAverage,THREE_D,256,32,2,2,45.015,0.002,2.578,34.103,0.665
Tesla K20Xm,Array3dAverage,THREE_D,256,32,2,4,44.965,0.003,2.692,34.122,0.627
Tesla K20Xm,Array3dAverage,THREE_D,256,32,2,8,45.059,0.003,2.852,34.131,0.671
Tesla K20Xm,Array3dAverage,THREE_D,256,32,2,16,44.959,0.003,3.142,34.061,0.692
Tesla K20Xm,Array3dAverage,THREE_D,256,32,4,1,45.013,0.003,2.515,34.111,0.636
Tesla K20Xm,Array3dAverage,THREE_D,256,32,4,2,44.915,0.002,2.66,34.114,0.674
Tesla K20Xm,Array3dAverage,THREE_D,256,32,4,4,44.985,0.003,2.852,34.132,0.669
Tesla K20Xm,Array3dAverage,THREE_D,256,32,4,8,45.007,0.003,3.167,34.082,0.679
Tesla K20Xm,Array3dAverage,THREE_D,256,32,8,1,45.005,0.003,2.613,34.106,0.671
Tesla K20Xm,Array3dAverage,THREE_D,256,32,8,2,45.052,0.003,2.796,34.142,0.675
Tesla K20Xm,Array3dAverage,THREE_D,256,32,8,4,45.003,0.003,3.28,34.34,0.661
Tesla K20Xm,Array3dAverage,THREE_D,256,32,16,1,44.616,0.003,2.839,34.111,0.669
Tesla K20Xm,Array3dAverage,THREE_D,256,32,16,2,45.052,0.003,3.18,34.112,0.672
Tesla K20Xm,Array3dAverage,THREE_D,256,32,32,1,45,0.003,3.157,34.101,0.66
Tesla K20Xm,Array3dAverage,THREE_D,256,64,1,1,44.978,0.003,4.129,33.587,0.717
Tesla K20Xm,Array3dAverage,THREE_D,256,64,1,2,44.995,0.002,2.597,34.058,0.672
Tesla K20Xm,Array3dAverage,THREE_D,256,64,1,4,44.988,0.002,2.733,34.103,0.665
Tesla K20Xm,Array3dAverage,THREE_D,256,64,1,8,44.923,0.003,3.029,34.129,0.672
Tesla K20Xm,Array3dAverage,THREE_D,256,64,1,16,45.054,0.002,3.291,34.12,0.672
Tesla K20Xm,Array3dAverage,THREE_D,256,64,2,1,44.922,0.003,2.715,34.099,0.672
Tesla K20Xm,Array3dAverage,THREE_D,256,64,2,2,45.141,0.003,2.728,34.176,0.681
Tesla K20Xm,Array3dAverage,THREE_D,256,64,2,4,44.957,0.003,3.002,34.115,0.67
Tesla K20Xm,Array3dAverage,THREE_D,256,64,2,8,44.988,0.003,3.283,34.174,0.68
Tesla K20Xm,Array3dAverage,THREE_D,256,64,4,1,44.934,0.003,2.617,34.114,0.683
Tesla K20Xm,Array3dAverage,THREE_D,256,64,4,2,44.979,0.002,2.874,34.07,0.671
Tesla K20Xm,Array3dAverage,THREE_D,256,64,4,4,44.953,0.003,3.314,34.106,0.659
Tesla K20Xm,Array3dAverage,THREE_D,256,64,8,1,45.042,0.002,2.945,34.062,0.669
Tesla K20Xm,Array3dAverage,THREE_D,256,64,8,2,44.942,0.003,3.142,34.066,0.672
Tesla K20Xm,Array3dAverage,THREE_D,256,64,16,1,45.001,0.003,3.344,34.116,0.677
